459 sessions to process, 32 workers
[1/459] 03cf52f6-fba6-4743-a42e-dd1ac3072343 SKIP: no whisker motion energy (neither camera)  (0.8s; elapsed 1s, eta 396s)
[422/459] edd22318-216c-44ff-bc24-49ce8be78374 511 trials, 115 neurons  (4.2s; elapsed 47s, eta 4s)
[423/459] f3ce3197-d534-4618-bf81-b687555d1883 697 trials, 82 neurons  (2.3s; elapsed 47s, eta 4s)
[424/459] f8041c1e-5ef4-4ae6-afec-ed82d7a74dc1 SKIP: only 0 trials survive behaviour/spike checks  (1.9s; elapsed 47s, eta 4s)
[425/459] f25642c6-27a5-4a97-9ea0-06652db79fbd 327 trials, 135 neurons  (3.0s; elapsed 47s, eta 4s)
[426/459] f4ffb731-8349-4fe4-806e-0232a84e52dd 708 trials, 11 neurons  (2.4s; elapsed 47s, eta 4s)
[427/459] ee8b36de-779f-4dea-901f-e0141c95722b 419 trials, 214 neurons  (3.8s; elapsed 47s, eta 4s)
[428/459] eacc49a9-f3a1-49f1-b87f-0972f90ee837 657 trials, 272 neurons  (4.7s; elapsed 47s, eta 3s)
[429/459] eebacd5a-7dcd-4ba6-9dff-ec2a4d2f19e0 475 trials, 148 neurons  (4.1s; elapsed 48s, eta 3s)
[430/459] fa8ad50d-76f2-45fa-a52f-08fe3d942345 267 trials, 8 neurons  (1.6s; elapsed 48s, eta 3s)
[431/459] f304211a-81b1-446f-a435-25e589fe3a5a 679 trials, 62 neurons  (3.6s; elapsed 48s, eta 3s)
[432/459] f4eb56a4-8bf8-4bbc-a8f3-6e6535134bad 306 trials, 142 neurons  (3.6s; elapsed 48s, eta 3s)
[433/459] fbd28ea6-3251-48e0-b215-2c51ec5185f7 277 trials, 41 neurons  (1.8s; elapsed 48s, eta 3s)
[434/459] f359281f-6941-4bfd-90d4-940be22ed3c3 236 trials, 60 neurons  (4.1s; elapsed 49s, eta 3s)
[435/459] f312aaec-3b6f-44b3-86b4-3a0c119c0438 462 trials, 180 neurons  (4.3s; elapsed 49s, eta 3s)
[436/459] fc14c0d6-51cf-48ba-b326-56ed5a9420c3 373 trials, 148 neurons  (2.2s; elapsed 49s, eta 3s)
[437/459] f7335a49-4a98-46d2-a8ce-d041d2eac1d6 185 trials, 236 neurons  (3.9s; elapsed 49s, eta 2s)
[438/459] f88d4dd4-ccd7-400e-9035-fa00be3bcfa8 226 trials, 280 neurons  (3.8s; elapsed 49s, eta 2s)
[439/459] fa1f26a1-eb49-4b24-917e-19f02a18ac61 493 trials, 98 neurons  (3.3s; elapsed 49s, eta 2s)
[440/459] ee40aece-cffd-4edb-a4b6-155f158c666a 519 trials, 427 neurons  (6.0s; elapsed 49s, eta 2s)
[441/459] ffef0311-8ffa-49e3-a857-b3adf6d86e12 401 trials, 81 neurons  (2.1s; elapsed 49s, eta 2s)
[442/459] f84045b0-ce09-4ace-9d11-5ea491620707 350 trials, 49 neurons  (4.2s; elapsed 49s, eta 2s)
[443/459] fd03d365-91df-41e2-ad81-9e0e4b9f5c7b 383 trials, 191 neurons  (2.6s; elapsed 50s, eta 2s)
[444/459] f819d499-8bf7-4da0-a431-15377a8319d5 254 trials, 131 neurons  (4.4s; elapsed 50s, eta 2s)
[445/459] f56194bc-8215-4ae8-bc6a-89781ad8e050 490 trials, 253 neurons  (4.5s; elapsed 50s, eta 2s)
[446/459] ff48aa1d-ef30-4903-ac34-8c41b738c1b9 733 trials, 261 neurons  (2.6s; elapsed 50s, eta 1s)
[447/459] f99ac31f-171b-4208-a55d-5644c0ad51c3 407 trials, 298 neurons  (4.0s; elapsed 50s, eta 1s)
[448/459] fb70ebf7-8175-42b0-9b7a-7c6e8612226e 484 trials, 211 neurons  (3.7s; elapsed 50s, eta 1s)
[449/459] f8d5c8b0-b931-4151-b86c-c471e2e80e5d 519 trials, 228 neurons  (4.6s; elapsed 50s, eta 1s)
[450/459] fc43390d-457e-463a-9fd4-b94a0a8b48f5 407 trials, 94 neurons  (3.7s; elapsed 50s, eta 1s)
[451/459] f9860a11-24d3-452e-ab95-39e199f20a93 257 trials, 155 neurons  (4.6s; elapsed 50s, eta 1s)
[452/459] fe1fd79f-b051-411f-a0a9-2530a02cc78d 364 trials, 100 neurons  (3.4s; elapsed 50s, eta 1s)
[453/459] f1db6257-85ef-4385-b415-2d078ec75df2 457 trials, 295 neurons  (6.5s; elapsed 51s, eta 1s)
[454/459] fa704052-147e-46f6-b190-a65b837e605e 741 trials, 107 neurons  (4.4s; elapsed 51s, eta 1s)
[455/459] fcd49e34-f07b-441c-b2ac-cb8c462ec5ac 1201 trials, 258 neurons  (4.8s; elapsed 52s, eta 0s)
[456/459] ff96bfe1-d925-4553-94b5-bf8297adf259 265 trials, 218 neurons  (4.4s; elapsed 52s, eta 0s)
[457/459] f10efe41-0dc0-44d0-8f26-5ff68dca23e9 389 trials, 396 neurons  (7.9s; elapsed 52s, eta 0s)
[458/459] ff4187b5-4176-4e39-8894-53a24b7cf36b 601 trials, 405 neurons  (5.4s; elapsed 53s, eta 0s)
[459/459] fece187f-b47f-4870-a1d6-619afe942a7d 1445 trials, 204 neurons  (6.4s; elapsed 54s, eta 0s)

444 sessions converted, 15 skipped
  SKIP 03cf52f6-fba6-4743-a42e-dd1ac3072343: no whisker motion energy (neither camera)
  SKIP 4d8c7767-981c-4347-8e5e-5d5fffe38534: no whisker motion energy (neither camera)
  SKIP 571d3ffe-54a5-473d-a265-5dc373eb7efc: no whisker motion energy (neither camera)
  SKIP 7082d8ff-255a-47d7-a839-bf093483ec30: no whisker motion energy (neither camera)
  SKIP 872ce8ff-9fb3-485c-be00-bc5479e0095b: no whisker motion energy (neither camera)
  SKIP ac7d3064-7f09-48a3-88d2-e86a4eb86461: no whisker motion energy (neither camera)
  SKIP b81e3e11-9a60-4114-b894-09f85074d9c3: no whisker motion energy (neither camera)
  SKIP c728f6fd-58e2-448d-aefb-a72c637b604c: no whisker motion energy (neither camera)
  SKIP cea755db-4eee-4138-bdd6-fc23a572f5a1: no whisker motion energy (neither camera)
  SKIP d832d9f7-c96a-4f63-8921-516ba4a7b61f: no whisker motion energy (neither camera)
  SKIP da188f2c-553c-4e04-879b-c9ea2d1b9a93: no whisker motion energy (neither camera)
  SKIP dd4da095-4a99-4bf3-9727-f735077dba66: no whisker motion energy (neither camera)
  SKIP e5fae088-ed96-4d9b-82f9-dfd13c259d52: no whisker motion energy (neither camera)
  SKIP ebe090af-5922-4fcd-8fc6-17b8ba7bad6d: no whisker motion energy (neither camera)
  SKIP f8041c1e-5ef4-4ae6-afec-ed82d7a74dc1: only 0 trials survive behaviour/spike checks
assembled in 0.1s
sessions 444  subjects 136  regions 263
trials total 188922  per session mean 425.5 min 125 max 1445
neurons total 62763  per session mean 141.4 min 1 max 516
trial accounting over the 444 converted sessions:
  trials in the trials tables      286532
  pass load_trials_and_mask        189011
  dropped: wheel does not cover    2
  dropped: whisker does not cover  84
  dropped: outside spike recording 3
  kept                             188922
units: 599865 clusters, 73044 well-isolated, 62763 well-isolated in grey matter
whisker camera used: {'left': 437, 'right': 7}
wrote converted_data.pkl (11.73 GB) in 16.1s
TOTAL 69.9s
